;"Temp Consigna clima";"Temp aigua retorn Clima";"Temp aigua impulsió Clima"
"Do 08:00";55;20;20
"Do 08:05";55;20;20
"Do 08:10";55;20;20
"Do 08:15";55;20;20
"Do 08:20";55;20;20
"Do 08:25";55;20;20
"Do 08:30";55;20;20
"Do 08:35";55;20;20
"Do 08:40";55;20;20
"Do 08:45";55;20;20
"Do 08:50";55;20;20
"Do 08:55";55;20;20
"Do 09:00";55;20;20
"Do 09:05";55;20;19
"Do 09:10";55;20;20
"Do 09:15";55;20;19
"Do 09:20";55;20;19
"Do 09:25";55;20;20
"Do 09:30";55;20;19
"Do 09:35";55;20;20
"Do 09:40";55;20;19
"Do 09:45";55;20;19
"Do 09:50";55;20;19
"Do 09:55";55;20;20
"Do 10:00";55;20;19
"Do 10:05";55;20;19
"Do 10:10";55;20;19
"Do 10:15";55;20;20
"Do 10:20";55;20;19
"Do 10:25";55;20;20
"Do 10:30";55;20;20
"Do 10:35";55;20;20
"Do 10:40";55;20;20
"Do 10:45";55;20;19
"Do 10:50";55;20;20
"Do 10:55";55;20;19
"Do 11:00";55;20;20
"Do 11:05";55;20;20
"Do 11:10";55;20;20
"Do 11:15";55;20;20
"Do 11:20";55;20;20
"Do 11:25";55;20;20
"Do 11:30";55;20;20
"Do 11:35";55;20;19
"Do 11:40";55;20;20
"Do 11:45";55;20;19
"Do 11:50";55;20;20
"Do 11:55";55;20;20
"Do 12:00";55;20;20
"Do 12:05";55;20;20
"Do 12:10";55;20;20
"Do 12:15";55;20;20
"Do 12:20";55;20;19
"Do 12:25";55;20;20
"Do 12:30";55;20;20
"Do 12:35";55;20;20
"Do 12:40";55;20;20
"Do 12:45";55;20;20
"Do 12:50";55;20;20
"Do 12:55";55;20;20
"Do 13:00";55;20;20
"Do 13:05";55;20;20
"Do 13:10";55;20;20
"Do 13:15";55;20;20
"Do 13:20";55;20;20
"Do 13:25";55;20;20
"Do 13:30";55;20;20
"Do 13:35";55;20;20
"Do 13:40";55;20;20
"Do 13:45";55;20;20
"Do 13:50";55;20;20
"Do 13:55";55;20;20
"Do 14:00";55;20;20
"Do 14:05";55;20;20
"Do 14:10";55;20;20
"Do 14:15";55;20;20
"Do 14:20";55;20;20
"Do 14:25";55;20;20
"Do 14:30";55;20;20
"Do 14:35";55;20;20
"Do 14:40";55;20;20
"Do 14:45";55;20;20
"Do 14:50";55;20;20
"Do 14:55";55;20;20
"Do 15:00";55;20;20
"Do 15:05";55;20;20
"Do 15:10";55;20;20
"Do 15:15";55;20;20
"Do 15:20";55;20;20
"Do 15:25";55;20;20
"Do 15:30";55;20;20
"Do 15:35";55;20;20
"Do 15:40";55;20;20
"Do 15:45";55;20;20
"Do 15:50";55;20;20
"Do 15:55";55;20;20
"Do 16:00";55;20;20
"Do 16:05";55;20;20
"Do 16:10";55;20;20
"Do 16:15";55;20;20
"Do 16:20";55;20;20
"Do 16:25";55;20;20
"Do 16:30";55;20;20
"Do 16:35";55;20;20
"Do 16:40";55;20;20
"Do 16:45";55;20;20
"Do 16:50";55;20;20
"Do 16:55";55;20;20
"Do 17:00";55;20;20
"Do 17:05";55;20;20
"Do 17:10";55;20;20
"Do 17:15";55;20;20
"Do 17:20";55;20;20
"Do 17:25";55;20;20
"Do 17:30";55;20;19
"Do 17:35";55;20;20
"Do 17:40";55;20;19
"Do 17:45";55;20;20
"Do 17:50";55;20;20
"Do 17:55";55;20;20
"Do 18:00";55;20;19
"Do 18:05";55;20;19
"Do 18:10";55;20;20
"Do 18:15";55;20;20
"Do 18:20";55;20;19
"Do 18:25";55;20;19
"Do 18:30";55;20;19
"Do 18:35";55;20;19
"Do 18:40";55;20;19
"Do 18:45";55;20;19
"Do 18:50";55;20;19
"Do 18:55";55;20;19
"Do 19:00";55;20;19
"Do 19:05";55;20;19
"Do 19:10";55;20;19
"Do 19:15";55;20;19
"Do 19:20";55;20;19
"Do 19:25";55;20;19
"Do 19:30";55;20;19
"Do 19:35";55;20;19
"Do 19:40";55;20;19
"Do 19:45";55;20;19
"Do 19:50";55;20;19
"Do 19:55";55;20;19
"Do 20:00";55;20;19
"Do 20:05";55;20;19
"Do 20:10";55;20;19
"Do 20:15";55;20;19
"Do 20:20";55;20;19
"Do 20:25";55;20;19
"Do 20:30";55;20;19
"Do 20:35";55;20;19
"Do 20:40";55;20;19
"Do 20:45";55;20;19
"Do 20:50";55;20;19
"Do 20:55";55;20;19
"Do 21:00";55;20;19
"Do 21:05";55;20;19
"Do 21:10";55;20;19
"Do 21:15";55;20;19
"Do 21:20";55;20;19
"Do 21:25";55;20;19
"Do 21:30";55;20;19
"Do 21:35";55;20;19
"Do 21:40";55;20;19
"Do 21:45";55;20;19
"Do 21:50";55;20;19
"Do 21:55";55;20;19
"Do 22:00";55;20;19
"Do 22:05";55;20;19
"Do 22:10";55;20;19
"Do 22:15";55;20;19
"Do 22:20";55;20;19
"Do 22:25";55;20;19
"Do 22:30";55;20;19
"Do 22:35";55;20;19
"Do 22:40";55;20;19
"Do 22:45";55;20;19
"Do 22:50";55;20;19
"Do 22:55";55;20;19
"Do 23:00";55;20;19
"Do 23:05";55;20;19
"Do 23:10";55;20;19
"Do 23:15";55;20;19
"Do 23:20";55;20;19
"Do 23:25";55;20;19
"Do 23:30";55;20;19
"Do 23:35";55;20;19
"Do 23:40";55;20;19
"Do 23:45";55;20;19
"Do 23:50";55;20;19
"Do 23:55";55;20;19
"Lu 00:00";55;20;19
